id,state,spkts,dpkts,rate,sttl,dload,sloss,dloss,sjit,djit,stcpb,dwin,tcprtt,synack,smean,dmean,trans_depth,response_body_len,ct_state_ttl,ct_dst_ltm,ct_dst_src_ltm,is_ftp_login,label
217,FIN,10,6,36.811983,254,4397.805176,2,1,2284.19162,108.168641,2232729964,255,0.11405,0.048911,78,45,1,0,1,1,1,0,1
218,FIN,10,6,32.891996,254,3929.49707,2,1,2774.308748,102.10993,4266331438,255,0.162386,0.1216,55,45,0,0,1,1,6,0,1
219,FIN,10,6,21.512778,254,2570.059814,2,1,3967.154229,185.008125,828937626,255,0.162913,0.081167,129,45,0,0,1,1,5,0,1
220,FIN,10,8,14.71627,254,2146.843994,2,1,8865.517908,220.230312,4134405368,255,0.151956,0.080481,56,44,0,0,1,1,1,0,1
221,FIN,12,28,47.346817,62,274834.9063,2,11,5161.273419,3164.931511,3770212799,255,0.141144,0.058747,76,1048,1,13825,1,1,1,0,1
222,FIN,10,10,17.357098,62,14579.96289,2,2,7551.945352,157.835484,4131395848,255,0.246033,0.124782,82,222,1,640,1,1,1,0,1
223,FIN,12,8,22.075388,254,5827.902344,3,2,3747.29076,144.87725,2449718802,255,0.201758,0.105034,83,90,0,0,1,2,3,0,1
224,FIN,34,22,1.243613,254,296.658356,31,4,218117.9203,8414.999,2841999187,255,0.165615,0.080174,555,78,0,0,1,3,4,0,1
225,FIN,12,8,18.909932,254,5342.553223,3,2,4557.447557,167.271187,3779247937,255,0.267796,0.135546,91,96,0,0,1,1,1,0,1
226,FIN,12,10,15.064919,254,4350.174805,3,2,7697.372542,187.665875,3034287580,255,0.267957,0.13345,97,84,0,0,1,2,3,0,1
227,FIN,12,10,15.954052,62,9706.141602,3,2,7326.926789,199.297734,737230307,255,0.171971,0.095961,110,177,1,440,1,2,1,0,1
228,FIN,12,10,15.077033,254,4238.800293,3,2,7018.066572,264.986469,400202663,255,0.122739,0.078245,90,82,0,0,1,2,3,0,1
229,FIN,26,64,31.349817,62,175234.9063,7,30,6166.70459,3738.317491,724680820,255,0.151464,0.083303,47,987,0,0,1,2,2,0,1
230,FIN,224,52,51.950693,62,4694.075684,109,8,2708.043724,134.368906,2243124043,255,0.142381,0.068572,1279,61,0,0,1,3,1,0,1
231,FIN,12,8,22.693233,254,6143.894531,3,2,3835.211371,137.257,3274791,255,0.19769,0.094113,90,92,0,0,1,1,3,0,1
232,FIN,12,10,14.348869,254,4083.27832,3,2,6890.648901,267.240969,2203081810,255,0.224843,0.089581,103,83,0,0,1,1,2,0,1
233,FIN,10,12,11.389886,62,22371.9043,2,3,13740.89271,9563.599221,1748565987,255,0.209077,0.112794,84,469,1,2306,1,2,1,0,1
234,FIN,10,10,13.210619,62,13650.0459,2,2,10857.72385,205.263688,750893150,255,0.141729,0.066968,96,273,1,895,1,1,1,0,1
235,FIN,12,8,15.038106,254,4046.042236,3,2,5731.01286,209.951109,1436448839,255,0.301089,0.219112,98,91,0,0,1,1,2,0,1
236,FIN,10,10,12.965707,62,5006.12793,2,2,10706.08605,215.94,3499888983,255,0.252379,0.103293,80,102,1,55,1,2,1,0,1
237,FIN,12,10,12.190075,254,3380.714111,3,2,9183.650236,290.622781,722842760,255,0.33589,0.140259,82,81,0,0,1,2,2,0,1
238,FIN,12,10,8.983389,254,2453.748535,3,2,11629.9491,380.660312,2318234351,255,0.391476,0.190251,102,80,0,0,1,1,2,0,1
239,FIN,38,22,17.20261,62,3928.026611,16,8,6891.450006,227.798391,3004181543,255,0.161565,0.082785,810,80,0,0,1,1,1,0,1
240,FIN,38,22,24.999418,62,5735.459473,16,8,4592.780224,151.330719,3980532899,255,0.167226,0.079015,741,81,0,0,1,1,1,0,1
241,FIN,12,8,22.495962,254,6137.845703,2,2,660910.5554,23919.006,3034287901,255,0.267957,0.13345,85,93,0,0,1,1,2,0,1
242,FIN,12,10,19.046652,254,5354.830078,3,2,5566.991932,171.932078,1856071748,255,0.192385,0.102393,93,82,0,0,1,1,2,0,1
243,FIN,12,10,18.399231,254,5298.978516,3,2,5690.86455,185.638297,457431626,255,0.165505,0.092365,85,84,0,0,1,1,3,0,1
244,FIN,12,8,17.803482,254,5089.921875,3,2,5077.536987,189.426984,3624865411,255,0.147658,0.093918,93,97,0,0,1,1,4,0,1
245,FIN,12,8,6.9933,254,1793.22937,4,2,489690.6958,17622.054,2841999482,255,0.165615,0.080174,87,87,0,0,1,3,4,0,1
246,FIN,36,14,25.206216,254,3905.420166,15,2,5642.882192,207.381875,113624301,255,0.298134,0.146677,964,73,0,0,1,1,1,0,1
247,FIN,10,12,11.44746,62,19140.1543,2,3,13943.57699,10330.40749,2089509210,255,0.160041,0.081714,82,399,1,1898,1,1,1,0,1
248,FIN,10,10,12.941615,62,9105.448242,2,2,8862.170967,311.424656,4114486629,255,0.308934,0.193964,83,186,1,464,1,1,1,0,1
249,FIN,14,10,14.224118,254,3651.269287,3,2,8771.613987,209.267781,2775057652,255,0.19598,0.139863,85,82,0,0,1,1,3,0,1
250,FIN,12,10,10.959225,254,3172.956543,3,2,9364.609304,314.430656,567835189,255,0.234494,0.149328,253,84,0,0,1,2,2,0,1
251,FIN,14,12,11.796359,254,2363.046631,4,4,8393.567996,211.306219,4062009954,255,0.179848,0.113446,50,57,0,0,1,1,1,0,1
252,FIN,14,12,11.251429,254,2253.88623,4,4,8703.944426,227.843938,4281885798,255,0.269414,0.131676,50,57,0,0,1,1,2,0,1
253,FIN,12,10,8.674219,254,2422.172607,3,2,13423.93219,359.838312,3987021198,255,0.146048,0.083595,92,81,0,0,1,1,2,0,1
254,FIN,14,12,9.385596,254,1880.122681,4,4,13269.15922,357.423844,3423091652,255,0.107339,0.046083,50,57,0,0,1,1,2,0,1
255,FIN,10,8,8.922325,254,1301.609741,2,1,11862.44416,383.0885,1171463392,255,0.237883,0.120464,94,44,1,0,1,1,1,0,1
256,FIN,12,10,9.805601,254,2663.388184,3,2,13126.89504,314.952719,3739081673,255,0.277098,0.143007,252,79,0,0,1,1,2,0,1
257,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
258,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
259,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
260,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
261,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
262,INT,20,0,0.673445,254,0,0,0,1831.332375,0,0,0,0,0,64,0,0,0,2,1,1,0,1
263,FIN,48,24,88.383873,62,20086.79102,21,8,1234.990701,43.185934,1553329816,255,0.05179,0.007336,860,88,0,0,1,1,1,0,1
264,FIN,10,8,25.056414,254,3655.288574,2,1,5786.693583,139.418688,1382330244,255,0.08266,0.037078,56,44,0,0,1,1,1,0,1
265,FIN,22,22,32.746162,62,9705.048828,7,9,3280.636679,3990.112966,1433008002,255,0.053878,0.007855,54,76,0,0,1,2,2,1,1
266,INT,2,0,66666.66835,254,0,0,0,0,0,0,0,0,0,84,0,0,0,2,1,1,0,1
267,FIN,10,8,27.231109,254,3972.53833,2,1,5393.989068,138.796703,2374783758,255,0.050403,0.00597,56,44,0,0,1,1,1,0,1
